,Question_Links,Views,Upvotes,Spaces,Questions,Answers
572,https://www.quora.com/What-is-the-first-thing-a-leader-will-teach-his-teammates/answer/Kamal-Raj-17,30,1,www.quora.com,What-is-the-first-thing-a-leader-will-teach-his-teammates,"I recently shifted to a new BU in my company and met with an amazing lead. Here is the first thing he thought me.
Think about climbing the ladder again and again, will you like it? What you get, when you climb the ladder again and again? FRUSTRATION, yep.
First thing my lead thought me is a formula to reduce frustration of team members. This is very simple, if you work on the target until you reach to the bottom of what is really wanted. Till then, don’t start climbing.
Hope this helps."
573,https://www.quora.com/What-is-an-entrepreneurs-primary-motivation-for-starting-a-business/answer/Kamal-Raj-17,669,–,www.quora.com,What-is-an-entrepreneurs-primary-motivation-for-starting-a-business,"Making huge sums of money. Period
Rest all things you hear is for leading the followers or the employees along for the ride.
If you ask any entrepreneur and if he says something else then he is going to go broke in near future. Oh BTW another powerful reason is the innate attraction to gamble with their lives."
574,https://www.quora.com/What-is-one-piece-of-simple-advice-that-actually-changed-your-life/answer/Kamal-Raj-17,5,–,www.quora.com,What-is-one-piece-of-simple-advice-that-actually-changed-your-life,"Know what you want in life and then make it more specific. This helps in professional and personal life in making others move to your tune.
After all if your tune is perfected then people will move to it."
575,https://www.quora.com/Im-aromantic-and-suspect-multiple-friends-have-a-crush-on-me-Would-it-hurt-them-to-ask-if-they-liked-me-in-that-way/answer/Kamal-Raj-17,13,–,www.quora.com,Im-aromantic-and-suspect-multiple-friends-have-a-crush-on-me-Would-it-hurt-them-to-ask-if-they-liked-me-in-that-way,"You can ask them, and listen how their body language is. Because body cant lie."
576,https://www.quora.com/Which-are-the-professional-skills-I-should-learn/answer/Kamal-Raj-17,38,–,www.quora.com,Which-are-the-professional-skills-I-should-learn,"Ability to listen actively and ask questions that clarifies and attacks the specific challenge is one professional skill that will take you a long way
Being creative for sake of being creative is next skill that will move you above the rest. This ability comes with practicing and enumerating.
There are many more, but these two I feel are very important"
577,https://www.quora.com/How-can-I-show-my-ex-that-I-love-and-care-about-him-and-make-him-fall-in-love-with-me-again-even-though-he-has-no-feelings-for-me/answer/Kamal-Raj-17,85,–,www.quora.com,How-can-I-show-my-ex-that-I-love-and-care-about-him-and-make-him-fall-in-love-with-me-again-even-though-he-has-no-feelings-for-me,"Be like the water that animal comes back for nourishing themself. That way your boy will come back to you, without you doing anything. It is in your nature first. Question is how to make your nature more lovable.
If the same water thinks about inviting the animals to it, think how it will look for the animals. Frightful, right? That is what happens when you try things to bring him in your life and love you.
This world works not by our actions, but with our feelings and thoughts. So if you really want to show love to him, then feel the love for him in your heart. You really don’t need to do anything for him. The same rule applies if you are male.
I heard one of my female friend say that, her boy friend simply loves her. He has been same for her irrespective of the situation they both have been. It seems very idyllic, and it is true. Just give him the space he needs and let him be.
Simply, Be yourself. Even the most toughest heart will melt for you."
578,https://www.quora.com/What-would-be-the-most-effective-way-for-an-expert-in-applied-arts-to-develop-creative-problem-solving-skills/answer/Kamal-Raj-17,12,1,www.quora.com,What-would-be-the-most-effective-way-for-an-expert-in-applied-arts-to-develop-creative-problem-solving-skills,"Creative problem solving is career agnostic. Any one can solve any problem that is prevalent on this planet. The mindset and attitude is the secret formula.
Take a simple example. In what ways might you use a empty tooth paste tube? Think about 25 ways of using the tube. See what your brain brings up. It is difficult for the 10 ideas. After that, your brain will give more ideas.
Then take something mundane… how about toothbrush. How might you use it differently? These are tools and use for all your life. If you can come with different ideas with these simple things, you will become confident with more challenging work related creativity.
Why I am insisting on daily creativity is, the better you can solve your smaller problem more confident you will become. Following that solve them more efficiently. You will start seeing your expertise in applied arts coming into play. Slow it may be, and trust the process.
Who knows you might even open a college to use your applied arts knowledge. Keep your mind open for inspiration. Have a great day. All the very best for your career."
579,https://www.quora.com/Why-do-I-still-love-my-wife-after-she-cheated-on-me/answer/Kamal-Raj-17,850,2,www.quora.com,Why-do-I-still-love-my-wife-after-she-cheated-on-me,"Because love is above cheating and kindness is equal for those who do activities that hurt or make others happy.
Because you love yourself more when you are around your wife, for what she has done for you.
Because love is coming from the heart attached to your animal brain, while cheating happens from genitals connected to the animal brain. I am sure you have a very strong heart for still loving someone close to you even though they cheated on you.
Instead of asking “Why I still love, ask Why I must love?”. Answer is, to have a heart and body that is as strong and kind as that of a mother. Take a long term view and these small incidences vanish. Make her realise what she is doing and try bringing her up in life. After all she might be missing something in you, so ask her to find a different apart from sleeping with other guys. Also tell her about her body, that is like a personal space. Not everyone can enter.
Above all if she continues this and you find that you are not loving yourself when you are with her then leave. You May not ask for divorce. Just separate and give her the freedom she is craving. Believe in your love, and she will come for you.
If not, you have your sanity and good health. Use it for better things in life. You have only to gain. See the positive perspective of life. Have a great day.
Oh by the way, forgive her from your heart. This is important to make yourself love her more and lead a life free from suffering. Attract happiness and thoughts that cherish and nourish you. Forgive her and forgive yourself too. After all you could have loved her more,😀😀
Again have a great day. There is so much to life than just family or relationship. I am practicing the above, with my own family member who cheated financially. With friends who is unable to let go of animal nature and climb up. I can say it is a challenge."
580,https://www.quora.com/What-do-I-do-when-all-the-things-I-love-to-do-are-only-considered-as-hobbies-and-none-of-them-fit-the-perfect-career-bill/answer/Kamal-Raj-17,19,–,www.quora.com,What-do-I-do-when-all-the-things-I-love-to-do-are-only-considered-as-hobbies-and-none-of-them-fit-the-perfect-career-bill,"It is a fascinating challenge that everyone faces. I see the root cause for this situation is most of us don’t spend our time in school and college to hone the hobbies that we like. Hone to such extent, that we can make a living out of that hobby.
There have been eminent business leaders, inventors, executives, housewives, Husband and leaders who have made their living around their hobbies.
Stories are the way humans communicate. One hobby we all have is telling stories. The skills we develop is revolving around this very important behaviour. So think what story you want to tell. Then see how your hobbies can help you to build the narrative.
The more you can be specific with your hobbies the better you will be able to make the hobbies your career. Believe that your hobbies are creative tool.
Have a great time …."
581,https://www.quora.com/Will-we-get-a-person-whom-we-like-in-our-lives/answer/Kamal-Raj-17,18,–,www.quora.com,Will-we-get-a-person-whom-we-like-in-our-lives,"Yep, have the strongest belief and you will attract them. Just be confident and keep doing what you like the most.
I can sight so many eminent personalities who met the best people they liked in their lives. But day to miracles are very common to the common man and women. So be patient and keep filling your mind with the throughts of kind of person you like.
They are just around the corner."
582,https://www.quora.com/I-have-been-a-teacher-for-the-past-5-years-I-am-bored-to-every-extent-What-else-can-I-do-or-how-can-I-switch-to-another-profession-or-job/answer/Kamal-Raj-17,43,–,www.quora.com,I-have-been-a-teacher-for-the-past-5-years-I-am-bored-to-every-extent-What-else-can-I-do-or-how-can-I-switch-to-another-profession-or-job,"In a town in India, there is a traffic constable who controls the traffic while he dances. There is Tea master in a tea shop, who fills the tea cups at very high speed. There is a sushi master in Japan, who has former president of USA in his patrons list.
What they and you have in common?? A very common job. It is how they do the very common job in uncommon ways. They were creative, so are you. Takes a bit of priming to bring creativity out. Creativity is a day to day activity, for a better life, and happier soul.
I too was determined to change my job, and try a new profession. I was detered by the reduced salary and high risk that new profession creates. Then I did the following small exercise.
I analysed the purpose of switching my profession
Why I want to find a different profession?
Why I want to make my life Interesting?
Why I want to feel exhilerated in the morning?
Why I want to lead to better life?… Ah haa
…. That is how I realized the question is different. Instead of searching for a different profession, I asked,
“In what ways might I make my job interesting and lead a better life?”
After a creative brain writing activity on a sheet of paper, I came up with a quirky idea. I had seen many characters in movies, who can do stuff with single hand. So I wanted to type with only right hand, while I use my left hand to sip coffee, or drink water… This is just one of many many ideas.
I did the Why, where, who, what, when and How question on “Typing with one hand” Idea. Then found that, there is a existing keyboard template in windows itself to type using single hand.
I have stayed with the current organisation for more than 7 years, and still counting… Not long enough!!! I wanted to quit the 2nd year…
Here is how it works:
Always, Start with the Question!!! Let your creativity guide you.
Try asking:
In What ways might I revitalise my teaching profession?
How Might I teach in uncommon ways?
What might all be the ways to Teach?
Go for Quantity, connect, seek novelty & defer judgment:
List down atleast 25 ideas. Try listing the ideas irrespective of whether they may work, you like them, breaking existing rules.
Narrow down:
After listing 25 or more ideas, then sit with each idea for a moment, and see if they are interesting, something you want to work on, even a bit of possibility is there to make it come true… Only 5 or 6 ideas will remain.
Squeeze the Idea:
Take those ideas, and ask the Who, What, Where, When, Why and How question on those ideas. In this way, you can make any thing that you do into phenomenal activity.
Continue in this path, and I am sure in next 5 years, you will be a very different teacher, with a phenomenal growth and experience."
583,https://www.quora.com/I-recently-broke-up-with-my-girlfriend-because-she-said-she-was-never-serious-about-me-and-she-said-I-have-no-future-despite-me-working-hard-enough-How-do-I-get-over-her/answer/Kamal-Raj-17,23,1,www.quora.com,I-recently-broke-up-with-my-girlfriend-because-she-said-she-was-never-serious-about-me-and-she-said-I-have-no-future-despite-me-working-hard-enough-How-do-I-get-over-her,"Being a hard worker it is easy for you to get past these small setbacks. The life is very simple if you decide to love yourself and celebrate everything you do. With that in mind, ask yourself this.
In what ways you might lead a good life?
In what ways you want to make your future?
In what ways the future 10 years might be different?
List atleast 15 answers or ideas for the above question. Then narrow down on the ideas that you want to bring to reality.
The above process is how you can find your new vision for next 10 to 15 years. A destination for your journey whether anyone joins or not. Believe in your creative energy and bring about the best imagination and vision.
Try this couple of times everyday morning. Then slowly get accustomed to new life and vision. Have a wonderful life."
584,https://www.quora.com/What-indoor-hobbies-that-I-can-start-doing-Im-really-bored-on-using-my-computer-If-I-dont-have-anything-else-to-do-I-often-go-and-watch-YouTube-I-dont-want-to-keep-doing-this-forever-Im-an-8th-grader-so-I-cant-buy/answer/Kamal-Raj-17,50,–,www.quora.com,What-indoor-hobbies-that-I-can-start-doing-Im-really-bored-on-using-my-computer-If-I-dont-have-anything-else-to-do-I-often-go-and-watch-YouTube-I-dont-want-to-keep-doing-this-forever-Im-an-8th-grader-so-I-cant-buy,"It is a phenomenal time to be an 8th grader with computer and internet. You can do so much with computer itself. Most of it you need assistance of your friends and family. Also be open minded and creative. Defer judging anything before you try.
9. Try building stuff in 3D sotfwares like Sketchup and providing lighting to them. Understand the physics behind the lighting in real life. Most of the things you learn in school will be useful once you want to make something new by yourself as you grow up. Understand how the exact world works, so creativity can easily flow.
I have listed 10 ideas what an 8th grader can do sitting inside his house. These are just some Ideas that I came with, there are many more if you think and try.
Go ahead use your playful creativity and change your life. Have a fun day…."
585,https://www.quora.com/Does-programming-make-you-a-better-person/answer/Kamal-Raj-17,64,1,www.quora.com,Does-programming-make-you-a-better-person,"World around was just there with all its problems and its own solution to those problems. Humans came along with their brain and consciousness, a lot started to change.
Problems around us are either algorithmic problems or heuristic problems. Being a programmer, one can solve the problems that are algorithmic. This itself makes him creative and nimble, looking at world with eye of solving. Yes, as a person programmers are better because they solve the “algorithmic reality”.
To become best the p..."
587,https://www.quora.com/What-are-some-smart-ways-to-beat-a-quick-witted-and-sarcastic-person-in-an-argument/answer/Kamal-Raj-17,13,1,www.quora.com,What-are-some-smart-ways-to-beat-a-quick-witted-and-sarcastic-person-in-an-argument,"By not having one. Witty and Sarcastic people loose steam when you accept and bow out of their opinion. Yep, who told losing cannot be a winning strategy…
Arguments are meant for persuasion not for winning someone. So why waste it on someone who is already having a lot of it."
588,https://www.quora.com/How-do-I-find-work-life-balance/answer/Kamal-Raj-17,27,–,www.quora.com,How-do-I-find-work-life-balance,"Work is life and Life is Work.
Ha ha. Before 10 years I would laugh at myself for saying this. After experiencing travels, visiting places, meeting friends, loosing loved ones, being with family members, earning money that can bring luxury, loosing money, getting betrayed by family… after all this one thing that stayed with me and that is the WORK
So expect to balance work that gives you life with life itself. I am not claiming to work all day. I am asking to think work as fuel of your life. Work as a force that makes you believe in you. Work that brings self confidence and increases your creative energy and self esteem. Work as a means to generate self love.
Biggest example is the media. You see the actors who perform so well that you forget they are actors. They create worlds that are so unreal in our reality because they work deligently. The message that you and me, as children of reality have to look at the work they have done.
There are many ways to convince, myriad of points to show, and there is aspect of organization exploiting the workers making them work long hours. Think what is the alternative… Then come with the possiblity that it will have lesser work. I doubt, unless you ask robots to take over… not a good sign eh??
Again, work and life are inseparable. Have a great work day. Cherish your life and love it. Good day"
590,https://www.quora.com/How-do-you-visualize-a-good-place-or-your-future-help-you-to-remain-stress-free/answer/Kamal-Raj-17,29,1,www.quora.com,How-do-you-visualize-a-good-place-or-your-future-help-you-to-remain-stress-free,"Start with a longer term vision. The vision should include the world outside your circle too. When you do this by yourself, there are many things you have done.
You have learnt about the current status the world is in. World in all the areas of development. You have moved into the future by imaginations and creativity. Give your mind a free reign to go in wild rides. Be free from self criticism.
Then share your vision out with friends n family. See the reaction and start getting inputs. The more you think about the future the present will look as opportunity and place to create that future. If there are small setbacks in present, you look at the longer vision and give attention to it.
This is a major way to be free from anxiety and fill your mind with thoughts of action, positivity and creativity. Good day"
591,https://www.quora.com/What-is-that-one-skill-that-you-can-feel-proud-of-in-2021/answer/Kamal-Raj-17,19,1,www.quora.com,What-is-that-one-skill-that-you-can-feel-proud-of-in-2021,"Improving the ability to be self-aware is the one skill that I can feel very much related with. Also being happy without any cause is one major insight that I gained not in 2020.
This created a very profound change. I keep looking for small things to be grateful about. Instead of something very big. The work that I do became more perfect and mistakes reduced. I seek to work more and even feel grateful that I have work that pays me handsome salary(many might say it is way to less) and look at the work as learning
Leading and setting vision has become 2nd nature. This is important for looking forward in time. Good day"
592,https://www.quora.com/Will-kids-in-the-future-have-no-goals-or-ambitions-because-technology-has-than-all-the-jobs/answer/Kamal-Raj-17,11,–,www.quora.com,Will-kids-in-the-future-have-no-goals-or-ambitions-because-technology-has-than-all-the-jobs,"Kids today and in future have goals that will create more new technology. The goals are the ways to achieve your vision in life, this truth has to be ingrained into the kids mind.
Tech will enable them to set vision that will create and spread more sophisticated tech. Today smart cars, apps, android phones all have been created by kids.
Tomorrow the automatic drones, self driving cars, streamlined administration, effective coordination, faster delivery and better health all will be created by kids growing today.
We must have faith in them and elevate them with strong positive emotions. We adults have responsiblity to envision an environment where the kids grow more creative and adaptive. It is a challenge for us more than for the kids. Creating society that accepts change and moves forward is how we can cherish and nourish our kids…
Good day."
593,https://www.quora.com/What-are-the-things-one-must-be-aware-of-in-todays-time-for-overall-growth/answer/Kamal-Raj-17,29,1,www.quora.com,What-are-the-things-one-must-be-aware-of-in-todays-time-for-overall-growth,"Being self aware of how your body and mind reacts to external circumstance is foremost need of the hour. Practicing meditation for the purpose of being self aware and reducing chatter in mind is important. Being present in the moment gives power to you more than any thing that you can have.
In fact I was dreaming other day about the device that can fitted around your head, and as you start meditate separate the alpha waves and reinforce them and rest of the waves it will subside. It is a device that can calm you down rapidly, and then you can fill positive thoughts.
Until then we have to meditate and then fill our mind with positive thoughts. Good day."
594,https://www.quora.com/Is-it-wise-to-leave-a-good-company-and-work-for-a-startup-My-long-term-goal-is-to-start-out-on-my-own-and-I-want-to-gain-learning-experience-on-how-businesses-work-and-what-goes-into-running-one/answer/Kamal-Raj-17,53,–,www.quora.com,Is-it-wise-to-leave-a-good-company-and-work-for-a-startup-My-long-term-goal-is-to-start-out-on-my-own-and-I-want-to-gain-learning-experience-on-how-businesses-work-and-what-goes-into-running-one,"Good to see your enthusiasm to start a new business for yourself. Then to move to a start up will give you necessary ideas and even creativity on owning and running a business.
One advantage of going to a good startup that resonates with your vision will give you opportunity to be really present and contribute. This means set your life's vision first. Then search for the startup.
Same time disadvantage is the owner of the startup may not give you the responsiblity till you prove yourself. Don't expect to get respect immediately.
The culture in a startup is very vibrant and lot of the business is about hustling every day for the new sales or a new approval. You can become exposed to all the nuances and steps involved.
Keep in mind, your reason for going to startup and give your full effort every moment you work there. You go there to either lead or to be lead. Be ready for change every day since the small companies have only that to their advantage.
Good day and all the very best."
595,https://www.quora.com/What-are-the-key-technologies-for-future-construction-robots/answer/Kamal-Raj-17,57,1,www.quora.com,What-are-the-key-technologies-for-future-construction-robots,"Technology of construction, architecture itself is undergoing change. There will be two varieties of homes, one that are near to were there is work and another that is more luxurious and artistic. Robots or just 3D printers will build out the residence near the work. Simple, pragmatic and reliable.
Next is the drones that can be of major help in build high raises that the 3d printers build at the surface. The material can be as simple as concrete or complex as carbon fibre.
All robots are connected with the cloud network and enabled with sensors that can show any signs of weakness or trouble. This activities of the robot and the drones are monitored by the AI and pattern is recognised. These pattern create newer program and AI learns the best design that will be useful, elegant, good on the psyche , and practical is identified.
The new designs are created with help of robots and Drones at faster rate. Infact so fast that, in matter 5 years the practical residence and luxury residential ara will look similar. After all, AI was learning from the luxury residential area by reading the design made by humans.
How long into future such things are possible? In another 8 to 10 years,the beginning of such changes will be seen in developing nations. Then it will move exponentially. In next 5 years major changes will occur. Strap on your life belts and get ready for industry 4.0. Good day"
596,https://www.quora.com/What-things-can-I-as-a-high-school-student-do-in-my-free-time-if-my-dream-is-to-be-a-Dr-and-own-a-successful-medical-spa-Learn-buisness-Own-a-blog-How-to-stand-out-and-succeed-at-a-young-age/answer/Kamal-Raj-17,179,–,www.quora.com,What-things-can-I-as-a-high-school-student-do-in-my-free-time-if-my-dream-is-to-be-a-Dr-and-own-a-successful-medical-spa-Learn-buisness-Own-a-blog-How-to-stand-out-and-succeed-at-a-young-age,"First and foremost at school be very inquisitive and learn as much as you can about medicine and related subject. Will you believe Leonardo Da Vinci was the pioneer in human anatomy and unlettered. He learnt everything through experience and experiment.
Your intention is medical spa, then learn along with your course about medical spa. Visit as many spa and talk with the owners if possible and with the customers. Talk and ask questions. You also have to become a customer to learn what the customers want. You can learn about making money on your way. In fact people will want to give you money. So be free and concentrate.
Do everything to fill your mind with the goal that you want to achieve. Remove rest of the things from your life. Especially distractions like unwanted relationship, unwelcome friends, travel that is unnecessary and finally procrastinating.
You have your life dedicated for this, so if you are free from distraction then you will achieve everything that you mentioned above with least effort."
597,https://www.quora.com/How-do-I-find-what-I-want-to-become-if-I-like-many-things-So-basically-I-m-jack-of-all-trades-but-master-of-none-and-can-t-choose-one-path-what-should-I-do/answer/Kamal-Raj-17,69,1,www.quora.com,How-do-I-find-what-I-want-to-become-if-I-like-many-things-So-basically-I-m-jack-of-all-trades-but-master-of-none-and-can-t-choose-one-path-what-should-I-do,"There are many things you become and change again. So the mindset is to have a perspective of time in your life time. More you expand your perspective better you will see your becoming.
Perspective
in your living space,
from your 80 year old self,
from your family and colleagues,
from your experience and
finally from your own expectations.
Then add your energy in the present with your curiosity and intention to know. Yeah, I know it is a lot and needs concentrattion. Take your time and go into medit..."
598,https://www.quora.com/Where-there-can-be-no-competition/answer/Kamal-Raj-17,82,1,www.quora.com,Where-there-can-be-no-competition,"In a contented Zen mind. There can be no competition there.
Rest of the life there is and will be competition. With yourself or with others. Sometime competition gives you the vigour of life and other times it takes life and sends it to cemetery.
My question is why you asked this question? Do you find all this competition waste? These games played are rather bland?"
599,https://www.quora.com/What-should-I-do-if-I-get-motivated-to-start-something-new-instantly-but-cannot-be-able-to-continue-that/answer/Kamal-Raj-17,26,1,www.quora.com,What-should-I-do-if-I-get-motivated-to-start-something-new-instantly-but-cannot-be-able-to-continue-that,"This is where the challenge is.When you want something new then it is a dream which you are trying to make it real. To continue to make the dream a reality below is a bit of guidance.
First start with learning and researching about the dream to the maximum. Every waking moment think about the dream and see what is happening in real world. This is a challenge for many working professional in the field, so you need to put effort to know by socialising and joining courses or going to places where your dream can come true.
That involves more searching. Be relentless. Be Unstoppable
. Then learn the skills that you think will make your dream come true. Dream how you will use your skills in fulfilling your dream. Steadily learn them by reading and experience in parallel. This opens up more dream space and motivates you.
Get the book on mastery by robert greene and see how the masters really dreamt and brought their dreams true. The more you immerse in the way of making the dream true. Read about Leonardo, Elon Musk, jeff Bezos, larry and sergey brin. Take a peek into the lives of current leaders, presidents, chief executives and the change makers.
This has to be done for learning how they came to current situation. What was their way of seeing the world?Hope you realized that demotivation happens due to lack of specifics in the dream. To get more specific, you need more data, skills and creativity.
Work on that and have a great day. Life has already blessed you with a mind that asks for help and direction when you are so young. Make use of it to the fullest."
600,https://www.quora.com/How-much-are-we-willing-to-learn-in-2021/answer/Kamal-Raj-17,147,1,www.quora.com,How-much-are-we-willing-to-learn-in-2021,"I am willing to learn a lot in this year, in fact I have started doing that already. Learning to see into the next 10 years is a very challenging and needs new ideas. I am learning to set my vision. Setting my vision on leading a team soon and having a business of my own means, the leading is a skill that I am learning.
Drones are becoming ubiquitous all around us. Learning about them and piloting them is another activate that I am learning. When drone can bring your parcel from a warehouse, cant it get your microwaved food or the coffee inside your house. The idea of mixing Alexa, drone and hand of boston dynamics atlas, you have a helper at your house.
Learning to attract the thoughts that nourish and cherish you are surrounded regularly with only people of those who cherish and nourish you. Also the goals that I want to achieve has to be converted into thoughts and activities in order to make them real.
Owning a house and a electric Tesla might seem a flamboyant wish rather than something that needs to be learnt. Even to own something, there is a lot of social activities and people skills I have to learn to bring that goal true. I have to learn ways of owning the house and tesla in ways that it can make financially stable and confident.
Future holds a lot in its bag, there is whole new way smartphone will change in coming years, and so will banking and economy. I want to learn how to see into the future and remember it. Then bring that future to reality with the ability of running a business, leading a team and learning about technology that is starting to change.
Have a great years ahead…"
601,https://www.quora.com/I-am-16-years-old-I-have-big-dreams-but-every-2-or-3-days-I-lose-motivation-and-start-procrastination-then-again-I-get-driven-and-work-hard-for-2-or3-days-then-again-I-just-dont-know-what-to-do/answer/Kamal-Raj-17,33,1,www.quora.com,I-am-16-years-old-I-have-big-dreams-but-every-2-or-3-days-I-lose-motivation-and-start-procrastination-then-again-I-get-driven-and-work-hard-for-2-or3-days-then-again-I-just-dont-know-what-to-do,"Dreams are vision of your self doing or achieving something. As a 16yr old, most of what you dream is influenced by the view of the world you have around and learnt from the movies, novels and your teachers. There are no specific details of the dream or the details are wrong. This is where the challenge is.
When you have a dream and trying to make it real, first start with learning and researching about the dream to the maximum. Every waking moment think about the dream and see what is happening in real world. This is a challenge for many working professional in the field, so you need to put effort to know by socialising and joining courses or going to places where your dream can come true. That involves more searching. Be relentless. Be unstoppable.
In parallel learn the skills that you think will make your dream come true. Dream how you will use your skills in fulfilling your dream. Steadily learn them by reading and experience in parallel. This opens up more dream space and motivates you.
Get the book on mastery by robert greene and see how the masters really dreamt and brought their dreams true. The more you immerse in the way of making the dream true. Read about Leonardo, Elon Musk, jeff Bezos, larry and sergey brin. Take a peek into the lives of current leaders, presidents, chief executives and the change makers. This has to be done for learning how they came to current situation. What was their way of seeing the world?
Hope you realized that demotivation happens due to lack of specifics in the dream. To get more specific, you need more data, skills and creativity. Work on that and have a great day. Life has already blessed you with a mind that asks for help and direction when you are so young. Make use of it to the fullest."
602,https://www.quora.com/Do-you-think-that-reading-is-like-talking-to-several-or-different-minds/answer/Kamal-Raj-17,10,–,www.quora.com,Do-you-think-that-reading-is-like-talking-to-several-or-different-minds,"Not just minds but whole new culture, when you read books you are move across the time and space. One can get the capability to hold all the being in their hand by reading books.
It is a unique feeling when you start reading a book, it is as if you are entering a place which is private and celebrated by many. The place is decorated with words and metaphors. The stories it holds are equally valuable to the things it carries. The viewpoint of the place is given from many direction. Your brain gets fully engrossed in running the words like a program to construct the world from the book.
This is what books give you, the power to create , imagine and dream. It is a shared dream, a transformation. Have a great day."
603,https://www.quora.com/Is-it-possible-for-one-to-be-a-jack-of-all-trades-and-a-master-of-all-as-well/answer/Kamal-Raj-17,126,–,www.quora.com,Is-it-possible-for-one-to-be-a-jack-of-all-trades-and-a-master-of-all-as-well,"When you say Trade, then you are inclined towards making money or getting attention (say youtube/ FB/ Insta). This is where becoming master of many trades becomes an issue. We don’t master something to become a millionaires.
You are already blessed master of many trades, think about it. It is a mindset.
What is the definition of a Master? A person who has achieved the ability to do a task without thinking about it. Which is to do it subconsciously, without expending conscious effort from your brain. Metaphorically, to do the task with his eyes closed.
Do you Jog or Swim? Then you are a master of breathing and moving your body in the way you want. Do you feel elated or happy, when you can jog / swim without expending any effort to breath? Then you are one level above the master.
In Ancient India, it is espoused that every learned man or woman has to be a master of 64 skills. You heard me right, 64. There were prince and princesses who were in fact skilled in all 64. No, there was no need of youtube channel or facebook to show their skill. They did not learn to make money or earn a living. They learnt for sake getting mastery over their mind, body and the surrounding.
So What changed? Here is what happened.
Mastering is a internal process, which has been recently moved outside of human body as the technology started growing beyond the reach of our brain or mind.
This is because, mathematics dominates the realm of technology. Mathematics is a study of pattern and shapes of pattern at the basic level. Our brain too is skilled in seeing patterns, learning about them and falling in a comfortable rhythm. Distinction is, our brain doesn’t try to model those patterns into numbers or formulae that can be used in the technology or program the computer. Also we lack the thinking of probability
When you try to master a new technology or skill that is external or , you are augumenting your brain to learn a new set of patterns. You are also trying to understand those patterns and remember them. This is act of understanding and remembering consciously is not our strong point. That is why, many claim that it is not possible to be master of many trades.
So what can we do about it?
To master the ability to have long term perspective in time and space is the ultimate game changer for us. What I mean by perspective? Simple. Ability to see yourself from a detached position, as if hovering above your shoulder, as you do the task. Tricky, not really. Once you master it, then you can really master any trade you want.
I hope a sliver of curiosity and surprise has been registered in your mind. Take a step further, and make the choices that can expand your perspective by a day, a month, an year and a decade. It is an exhilerating experience, like swimming in space time.
Tell me what you think, and lets go together."
604,https://www.quora.com/What-technique-s-works-for-you-when-youre-lost-and-stuck-and-need-to-start-working-on-that-project-or-goal/answer/Kamal-Raj-17,23,–,www.quora.com,What-technique-s-works-for-you-when-youre-lost-and-stuck-and-need-to-start-working-on-that-project-or-goal,"We all need the time and effort to get our energy and creativity when we get stuck in our lives. Those times are indicating that we need the following.
1. Inspiration
2. Re Direction
3. Situational awareness
4. Relax
We get inspired by many ways. So take your time to give a vacation or a treat. These simpler forms of inspiration can give the love you need and energy you love. Any other method of inspiration is also welcome.
Sudden changes in life can lead you far away from your goal. These times might test you on your resolve in following the goal. Think about the direction that needs taken now.
Being aware of the situation that you are in first step. Take objective analysis of the current level, position with respect to where you want to be. This will jolt you to think more openly.
Finally Relax to the information that you are receiving and accept them. Believe in yourself that life will happen easily and effortlessly. Think of the minimum you have to do in order to move yourself out of your stasis. Then you can move faster and longer.
Have a great day ahead."
605,https://www.quora.com/What-would-you-choose-human-skills-or-technological-advancement/answer/Kamal-Raj-17,13,–,www.quora.com,What-would-you-choose-human-skills-or-technological-advancement,"Human skills of using technological advances more responsibly.
We are expanding technology at such rate, but giving very less time to master the technology. Give time and learn before the technology can be harnessed for benefit of everyone.
Take example of AI, more of it is being used extensively but we have lived all these years without that. We have done very well. We have to decide where we want go next and then use AI for that.
Have a prudent day."
606,https://www.quora.com/How-do-people-set-goals-for-themselves/answer/Kamal-Raj-17,12,–,www.quora.com,How-do-people-set-goals-for-themselves,"Start with your vision which clarifies the “Why?” of your life. Yes spend time on this because this is what gives you a clear direction to your life.
Have a perspective of your size and weight in the scheme of everything in this universe. When you mix humility with perseverance then you look for ways to achieve your goals in creative ways.
Imagining your goal as if it has been achieved and how you feel once it has been reached is most important motivator. This is the outcome mindset rather than being output focused.
Don't fixate on your goal which is very objective. Like becoming class topper is objective. Be flexible and open to change goal. Instead of class topper what if you topped your own earlier score.. Will it give same feeling of achievement? If you can achieve the same feeling by achieving a simpler goal then why not enjoy the feeling?
This achievement and outcome mindset will make you creative and positive in everything around you. The goals will get achieved by itself. Have a great day."
607,https://www.quora.com/I-feel-stuck-What-do-I-do/answer/Kamal-Raj-17,30,–,www.quora.com,I-feel-stuck-What-do-I-do,"Read Hitchhikers guide to Galaxy for the nth time and get a perspective of life. I am not joking. I stumbled at it after I read Hidden in Plain sight book on physics and I am so stuck. But I am wonderfully and blissfully stuck like in a marshlands filled with beautiful flavored scents.
Being stuck is a place where your creativity is priming itself to burst through the resistance that you are offering it through criticism and negative affirmation. Once your thought that you are stuck is removed then the ideas of really unsticking yourself will pour through.
It is a case of chicken n egg, and it is usually the egg that comes with a bone of chicken in Indian Dum Biriyani. Have your had it? Must try if you are not a vegan. If you are a vegan then go ahead try veg dum biriyani, no getting stuck there.
I hope you get the overall drift and remember read Hitchikers guide to Galaxy. Good day."
